Offence,Year,Number,Rate,State
Acts intended to cause injury,2009,139,393.8,Australian Capital Territory
Sexual assault and related offences,2009,3,8.5,Australian Capital Territory
Dangerous/negligent acts,2009,0,0.0,Australian Capital Territory
Abduction/harassment,2009,3,8.5,Australian Capital Territory
Robbery/extortion,2009,30,85.0,Australian Capital Territory
Unlawful entry with intent,2009,87,246.5,Australian Capital Territory
Theft,2009,269,762.1,Australian Capital Territory
Fraud/deception,2009,4,11.3,Australian Capital Territory
Illicit drug offences,2009,33,93.5,Australian Capital Territory
Weapons/explosives,2009,33,93.5,Australian Capital Territory
Property damage and environmental pollution,2009,75,212.5,Australian Capital Territory
Public order offences,2009,104,294.7,Australian Capital Territory
Offences against justice,2009,13,36.8,Australian Capital Territory
Miscellaneous offences,2009,0,0.0,Australian Capital Territory
Acts intended to cause injury,2010,133,381.2,Australian Capital Territory
Sexual assault and related offences,2010,0,0.0,Australian Capital Territory
Dangerous/negligent acts,2010,4,11.5,Australian Capital Territory
Abduction/harassment,2010,4,11.5,Australian Capital Territory
Robbery/extortion,2010,16,45.9,Australian Capital Territory
Unlawful entry with intent,2010,91,260.8,Australian Capital Territory
Theft,2010,229,656.4,Australian Capital Territory
Fraud/deception,2010,11,31.5,Australian Capital Territory
Illicit drug offences,2010,33,94.6,Australian Capital Territory
Weapons/explosives,2010,43,123.2,Australian Capital Territory
Property damage and environmental pollution,2010,65,186.3,Australian Capital Territory
Public order offences,2010,219,627.7,Australian Capital Territory
Offences against justice,2010,16,45.9,Australian Capital Territory
Miscellaneous offences,2010,0,0.0,Australian Capital Territory
Acts intended to cause injury,2011,113,325.0,Australian Capital Territory
Sexual assault and related offences,2011,9,25.9,Australian Capital Territory
Dangerous/negligent acts,2011,0,0.0,Australian Capital Territory
Abduction/harassment,2011,0,0.0,Australian Capital Territory
Robbery/extortion,2011,21,60.4,Australian Capital Territory
Unlawful entry with intent,2011,41,117.9,Australian Capital Territory
Theft,2011,210,604.0,Australian Capital Territory
Fraud/deception,2011,31,89.2,Australian Capital Territory
Illicit drug offences,2011,59,169.7,Australian Capital Territory
Weapons/explosives,2011,33,94.9,Australian Capital Territory
Property damage and environmental pollution,2011,60,172.6,Australian Capital Territory
Public order offences,2011,156,448.7,Australian Capital Territory
Offences against justice,2011,11,31.6,Australian Capital Territory
Miscellaneous offences,2011,4,11.5,Australian Capital Territory
Acts intended to cause injury,2012,79,226.8,Australian Capital Territory
Sexual assault and related offences,2012,4,11.5,Australian Capital Territory
Dangerous/negligent acts,2012,3,8.6,Australian Capital Territory
Abduction/harassment,2012,0,0.0,Australian Capital Territory
Robbery/extortion,2012,8,23.0,Australian Capital Territory
Unlawful entry with intent,2012,23,66.0,Australian Capital Territory
Theft,2012,169,485.1,Australian Capital Territory
Fraud/deception,2012,14,40.2,Australian Capital Territory
Illicit drug offences,2012,40,114.8,Australian Capital Territory
Weapons/explosives,2012,27,77.5,Australian Capital Territory
Property damage and environmental pollution,2012,38,109.1,Australian Capital Territory
Public order offences,2012,92,264.1,Australian Capital Territory
Offences against justice,2012,9,25.8,Australian Capital Territory
Miscellaneous offences,2012,3,8.6,Australian Capital Territory
Acts intended to cause injury,2013,65,184.8,Australian Capital Territory
Sexual assault and related offences,2013,9,25.6,Australian Capital Territory
Dangerous/negligent acts,2013,0,0.0,Australian Capital Territory
Abduction/harassment,2013,0,0.0,Australian Capital Territory
Robbery/extortion,2013,17,48.3,Australian Capital Territory
Unlawful entry with intent,2013,17,48.3,Australian Capital Territory
Theft,2013,120,341.2,Australian Capital Territory
Fraud/deception,2013,10,28.4,Australian Capital Territory
Illicit drug offences,2013,40,113.7,Australian Capital Territory
Weapons/explosives,2013,17,48.3,Australian Capital Territory
Property damage and environmental pollution,2013,43,122.2,Australian Capital Territory
Public order offences,2013,91,258.7,Australian Capital Territory
Offences against justice,2013,9,25.6,Australian Capital Territory
Miscellaneous offences,2013,0,0.0,Australian Capital Territory
Acts intended to cause injury,2014,38,108.0,Australian Capital Territory
Sexual assault and related offences,2014,9,25.6,Australian Capital Territory
Dangerous/negligent acts,2014,0,0.0,Australian Capital Territory
Abduction/harassment,2014,3,8.5,Australian Capital Territory
Robbery/extortion,2014,3,8.5,Australian Capital Territory
Unlawful entry with intent,2014,25,71.1,Australian Capital Territory
Theft,2014,72,204.7,Australian Capital Territory
Fraud/deception,2014,10,28.4,Australian Capital Territory
Illicit drug offences,2014,60,170.6,Australian Capital Territory
Weapons/explosives,2014,21,59.7,Australian Capital Territory
Property damage and environmental pollution,2014,40,113.7,Australian Capital Territory
Public order offences,2014,64,182.0,Australian Capital Territory
Offences against justice,2014,3,8.5,Australian Capital Territory
Miscellaneous offences,2014,0,0.0,Australian Capital Territory
Acts intended to cause injury,2015,71,200.1,Australian Capital Territory
Sexual assault and related offences,2015,17,47.9,Australian Capital Territory
Dangerous/negligent acts,2015,0,0.0,Australian Capital Territory
Abduction/harassment,2015,0,0.0,Australian Capital Territory
Robbery/extortion,2015,8,22.5,Australian Capital Territory
Unlawful entry with intent,2015,21,59.2,Australian Capital Territory
Theft,2015,84,236.7,Australian Capital Territory
Fraud/deception,2015,4,11.3,Australian Capital Territory
Illicit drug offences,2015,70,197.3,Australian Capital Territory
Weapons/explosives,2015,23,64.8,Australian Capital Territory
Property damage and environmental pollution,2015,48,135.3,Australian Capital Territory
Public order offences,2015,57,160.6,Australian Capital Territory
Offences against justice,2015,6,16.9,Australian Capital Territory
Miscellaneous offences,2015,3,8.5,Australian Capital Territory
Acts intended to cause injury,2016,69,190.1,Australian Capital Territory
Sexual assault and related offences,2016,4,11.0,Australian Capital Territory
Dangerous/negligent acts,2016,0,0.0,Australian Capital Territory
Abduction/harassment,2016,9,24.8,Australian Capital Territory
Robbery/extortion,2016,23,63.4,Australian Capital Territory
Unlawful entry with intent,2016,3,8.3,Australian Capital Territory
Theft,2016,59,162.5,Australian Capital Territory
Fraud/deception,2016,0,0.0,Australian Capital Territory
Illicit drug offences,2016,35,96.4,Australian Capital Territory
Weapons/explosives,2016,21,57.9,Australian Capital Territory
Property damage and environmental pollution,2016,39,107.4,Australian Capital Territory
Public order offences,2016,49,135.0,Australian Capital Territory
Offences against justice,2016,4,11.0,Australian Capital Territory
Miscellaneous offences,2016,0,0.0,Australian Capital Territory
Acts intended to cause injury,2017,94,250.2,Australian Capital Territory
Sexual assault and related offences,2017,6,16.0,Australian Capital Territory
Dangerous/negligent acts,2017,0,0.0,Australian Capital Territory
Abduction/harassment,2017,3,8.0,Australian Capital Territory
Robbery/extortion,2017,9,24.0,Australian Capital Territory
Unlawful entry with intent,2017,17,45.2,Australian Capital Territory
Theft,2017,50,133.1,Australian Capital Territory
Fraud/deception,2017,7,18.6,Australian Capital Territory
Illicit drug offences,2017,46,122.4,Australian Capital Territory
Weapons/explosives,2017,20,53.2,Australian Capital Territory
Property damage and environmental pollution,2017,21,55.9,Australian Capital Territory
Public order offences,2017,51,135.7,Australian Capital Territory
Offences against justice,2017,0,0.0,Australian Capital Territory
Miscellaneous offences,2017,0,0.0,Australian Capital Territory
Acts intended to cause injury,2018,79,203.7,Australian Capital Territory
Sexual assault and related offences,2018,3,7.7,Australian Capital Territory
Dangerous/negligent acts,2018,0,0.0,Australian Capital Territory
Abduction/harassment,2018,0,0.0,Australian Capital Territory
Robbery/extortion,2018,23,59.3,Australian Capital Territory
Unlawful entry with intent,2018,20,51.6,Australian Capital Territory
Theft,2018,54,139.2,Australian Capital Territory
Fraud/deception,2018,5,12.9,Australian Capital Territory
Illicit drug offences,2018,18,46.4,Australian Capital Territory
Weapons/explosives,2018,18,46.4,Australian Capital Territory
Property damage and environmental pollution,2018,15,38.7,Australian Capital Territory
Public order offences,2018,50,128.9,Australian Capital Territory
Offences against justice,2018,4,10.3,Australian Capital Territory
Miscellaneous offences,2018,0,0.0,Australian Capital Territory
Acts intended to cause injury,2019,75,188.0,Australian Capital Territory
Sexual assault and related offences,2019,5,12.5,Australian Capital Territory
Dangerous/negligent acts,2019,0,0.0,Australian Capital Territory
Abduction/harassment,2019,10,25.1,Australian Capital Territory
Robbery/extortion,2019,25,62.7,Australian Capital Territory
Unlawful entry with intent,2019,16,40.1,Australian Capital Territory
Theft,2019,48,120.3,Australian Capital Territory
Fraud/deception,2019,3,7.5,Australian Capital Territory
Illicit drug offences,2019,36,90.2,Australian Capital Territory
Weapons/explosives,2019,23,57.7,Australian Capital Territory
Property damage and environmental pollution,2019,36,90.2,Australian Capital Territory
Public order offences,2019,41,102.8,Australian Capital Territory
Offences against justice,2019,3,7.5,Australian Capital Territory
Miscellaneous offences,2019,0,0.0,Australian Capital Territory
Acts intended to cause injury,2020,80,194.6,Australian Capital Territory
Sexual assault and related offences,2020,0,0.0,Australian Capital Territory
Dangerous/negligent acts,2020,0,0.0,Australian Capital Territory
Abduction/harassment,2020,5,12.2,Australian Capital Territory
Robbery/extortion,2020,12,29.2,Australian Capital Territory
Unlawful entry with intent,2020,8,19.5,Australian Capital Territory
Theft,2020,43,104.6,Australian Capital Territory
Fraud/deception,2020,6,14.6,Australian Capital Territory
Illicit drug offences,2020,12,29.2,Australian Capital Territory
Weapons/explosives,2020,30,73.0,Australian Capital Territory
Property damage and environmental pollution,2020,23,55.9,Australian Capital Territory
Public order offences,2020,41,99.7,Australian Capital Territory
Offences against justice,2020,3,7.3,Australian Capital Territory
Miscellaneous offences,2020,0,0.0,Australian Capital Territory
Acts intended to cause injury,2021,85,201.6,Australian Capital Territory
Sexual assault and related offences,2021,3,7.1,Australian Capital Territory
Dangerous/negligent acts,2021,0,0.0,Australian Capital Territory
Abduction/harassment,2021,0,0.0,Australian Capital Territory
Robbery/extortion,2021,10,23.7,Australian Capital Territory
Unlawful entry with intent,2021,8,19.0,Australian Capital Territory
Theft,2021,28,66.4,Australian Capital Territory
Fraud/deception,2021,5,11.9,Australian Capital Territory
Illicit drug offences,2021,21,49.8,Australian Capital Territory
Weapons/explosives,2021,13,30.8,Australian Capital Territory
Property damage and environmental pollution,2021,19,45.1,Australian Capital Territory
Public order offences,2021,9,21.3,Australian Capital Territory
Offences against justice,2021,3,7.1,Australian Capital Territory
Miscellaneous offences,2021,3,7.1,Australian Capital Territory
Acts intended to cause injury,2022,139,322.0,Australian Capital Territory
Sexual assault and related offences,2022,7,16.2,Australian Capital Territory
Dangerous/negligent acts,2022,0,0.0,Australian Capital Territory
Abduction/harassment,2022,7,16.2,Australian Capital Territory
Robbery/extortion,2022,22,51.0,Australian Capital Territory
Unlawful entry with intent,2022,14,32.4,Australian Capital Territory
Theft,2022,51,118.1,Australian Capital Territory
Fraud/deception,2022,6,13.9,Australian Capital Territory
Illicit drug offences,2022,10,23.2,Australian Capital Territory
Weapons/explosives,2022,26,60.2,Australian Capital Territory
Property damage and environmental pollution,2022,21,48.6,Australian Capital Territory
Public order offences,2022,24,55.6,Australian Capital Territory
Offences against justice,2022,3,6.9,Australian Capital Territory
Miscellaneous offences,2022,0,0.0,Australian Capital Territory
Acts intended to cause injury,2023,145,327.9,Australian Capital Territory
Sexual assault and related offences,2023,8,18.1,Australian Capital Territory
Dangerous/negligent acts,2023,0,0.0,Australian Capital Territory
Abduction/harassment,2023,5,11.3,Australian Capital Territory
Robbery/extortion,2023,15,33.9,Australian Capital Territory
Unlawful entry with intent,2023,21,47.5,Australian Capital Territory
Theft,2023,47,106.3,Australian Capital Territory
Fraud/deception,2023,3,6.8,Australian Capital Territory
Illicit drug offences,2023,16,36.2,Australian Capital Territory
Weapons/explosives,2023,18,40.7,Australian Capital Territory
Property damage and environmental pollution,2023,17,38.4,Australian Capital Territory
Public order offences,2023,34,76.9,Australian Capital Territory
Offences against justice,2023,7,15.8,Australian Capital Territory
Miscellaneous offences,2023,4,9.0,Australian Capital Territory
Acts intended to cause injury,2024,140,307.0,Australian Capital Territory
Sexual assault and related offences,2024,6,13.2,Australian Capital Territory
Dangerous/negligent acts,2024,0,0.0,Australian Capital Territory
Abduction/harassment,2024,8,17.5,Australian Capital Territory
Robbery/extortion,2024,15,32.9,Australian Capital Territory
Unlawful entry with intent,2024,5,11.0,Australian Capital Territory
Theft,2024,45,98.7,Australian Capital Territory
Fraud/deception,2024,9,19.7,Australian Capital Territory
Illicit drug offences,2024,17,37.3,Australian Capital Territory
Weapons/explosives,2024,22,48.2,Australian Capital Territory
Property damage and environmental pollution,2024,28,61.4,Australian Capital Territory
Public order offences,2024,24,52.6,Australian Capital Territory
Offences against justice,2024,0,0.0,Australian Capital Territory
Miscellaneous offences,2024,0,0.0,Australian Capital Territory
