Offence,Year,Number,Rate,State,Sex
04 Dangerous/negligent acts(d),2014–15,3,1.3,Tasmania,Female
05 Abduction/harassment,2014–15,3,1.3,Tasmania,Female
06 Robbery/extortion,2014–15,9,3.9,Tasmania,Female
07 Unlawful entry with intent,2014–15,38,16.6,Tasmania,Female
08 Theft,2014–15,456,199.4,Tasmania,Female
09 Fraud/deception,2014–15,80,35,Tasmania,Female
10 Illicit drug offences,2014–15,312,136.4,Tasmania,Female
11 Weapons/explosives,2014–15,26,11.4,Tasmania,Female
12 Property damage and environmental pollution,2014–15,78,34.1,Tasmania,Female
13 Public order offences,2014–15,666,291.2,Tasmania,Female
15 Offences against justice(e) ,2014–15,152,66.5,Tasmania,Female
16 Miscellaneous offences,2014–15,122,53.3,Tasmania,Female
01 Homicide and related offences,2015–16,0,0,Tasmania,Female
02 Acts intended to cause injury,2015–16,431,187.3,Tasmania,Female
03 Sexual assault and related offences,2015–16,3,1.3,Tasmania,Female
04 Dangerous/negligent acts(d),2015–16,0,0,Tasmania,Female
05 Abduction/harassment,2015–16,4,1.7,Tasmania,Female
06 Robbery/extortion,2015–16,3,1.3,Tasmania,Female
07 Unlawful entry with intent,2015–16,33,14.3,Tasmania,Female
08 Theft,2015–16,364,158.2,Tasmania,Female
09 Fraud/deception,2015–16,58,25.2,Tasmania,Female
10 Illicit drug offences,2015–16,297,129.1,Tasmania,Female
11 Weapons/explosives,2015–16,37,16.1,Tasmania,Female
12 Property damage and environmental pollution,2015–16,103,44.8,Tasmania,Female
13 Public order offences,2015–16,664,288.6,Tasmania,Female
15 Offences against justice(e) ,2015–16,139,60.4,Tasmania,Female
16 Miscellaneous offences,2015–16,65,28.3,Tasmania,Female
01 Homicide and related offences,2016–17,5,2.1,Tasmania,Female
02 Acts intended to cause injury,2016–17,492,210.9,Tasmania,Female
03 Sexual assault and related offences,2016–17,0,0,Tasmania,Female
04 Dangerous/negligent acts(d),2016–17,0,0,Tasmania,Female
05 Abduction/harassment,2016–17,5,2.1,Tasmania,Female
06 Robbery/extortion,2016–17,8,3.4,Tasmania,Female
07 Unlawful entry with intent,2016–17,21,9,Tasmania,Female
08 Theft,2016–17,394,168.9,Tasmania,Female
09 Fraud/deception,2016–17,78,33.4,Tasmania,Female
10 Illicit drug offences,2016–17,330,141.4,Tasmania,Female
11 Weapons/explosives,2016–17,36,15.4,Tasmania,Female
12 Property damage and environmental pollution,2016–17,92,39.4,Tasmania,Female
13 Public order offences,2016–17,663,284.2,Tasmania,Female
15 Offences against justice(e) ,2016–17,173,74.1,Tasmania,Female
16 Miscellaneous offences,2016–17,84,36,Tasmania,Female
01 Homicide and related offences,2017–18,0,0,Tasmania,Female
02 Acts intended to cause injury,2017–18,519,218,Tasmania,Female
03 Sexual assault and related offences,2017–18,0,0,Tasmania,Female
04 Dangerous/negligent acts(d),2017–18,0,0,Tasmania,Female
05 Abduction/harassment,2017–18,0,0,Tasmania,Female
06 Robbery/extortion,2017–18,13,5.5,Tasmania,Female
07 Unlawful entry with intent,2017–18,37,15.5,Tasmania,Female
08 Theft,2017–18,393,165.1,Tasmania,Female
09 Fraud/deception,2017–18,93,39.1,Tasmania,Female
10 Illicit drug offences,2017–18,325,136.5,Tasmania,Female
11 Weapons/explosives,2017–18,57,23.9,Tasmania,Female
12 Property damage and environmental pollution,2017–18,92,38.6,Tasmania,Female
13 Public order offences,2017–18,576,241.9,Tasmania,Female
15 Offences against justice(e) ,2017–18,159,66.8,Tasmania,Female
16 Miscellaneous offences,2017–18,68,28.6,Tasmania,Female
01 Homicide and related offences,2018–19,0,0,Tasmania,Female
02 Acts intended to cause injury,2018–19,539,220.8,Tasmania,Female
03 Sexual assault and related offences,2018–19,3,1.2,Tasmania,Female
04 Dangerous/negligent acts(d),2018–19,3,1.2,Tasmania,Female
05 Abduction/harassment,2018–19,4,1.6,Tasmania,Female
06 Robbery/extortion,2018–19,17,7,Tasmania,Female
07 Unlawful entry with intent,2018–19,34,13.9,Tasmania,Female
08 Theft,2018–19,291,119.2,Tasmania,Female
09 Fraud/deception,2018–19,100,41,Tasmania,Female
10 Illicit drug offences,2018–19,277,113.5,Tasmania,Female
11 Weapons/explosives,2018–19,72,29.5,Tasmania,Female
12 Property damage and environmental pollution,2018–19,73,29.9,Tasmania,Female
13 Public order offences,2018–19,523,214.3,Tasmania,Female
15 Offences against justice(e) ,2018–19,160,65.6,Tasmania,Female
16 Miscellaneous offences,2018–19,86,35.2,Tasmania,Female
01 Homicide and related offences,2019–20,3,1.2,Tasmania,Female
02 Acts intended to cause injury,2019–20,504,202.1,Tasmania,Female
03 Sexual assault and related offences,2019–20,3,1.2,Tasmania,Female
04 Dangerous/negligent acts(d),2019–20,0,0,Tasmania,Female
05 Abduction/harassment,2019–20,0,0,Tasmania,Female
06 Robbery/extortion,2019–20,23,9.2,Tasmania,Female
07 Unlawful entry with intent,2019–20,31,12.4,Tasmania,Female
08 Theft,2019–20,323,129.5,Tasmania,Female
09 Fraud/deception,2019–20,95,38.1,Tasmania,Female
10 Illicit drug offences,2019–20,296,118.7,Tasmania,Female
11 Weapons/explosives,2019–20,88,35.3,Tasmania,Female
12 Property damage and environmental pollution,2019–20,91,36.5,Tasmania,Female
13 Public order offences,2019–20,355,142.4,Tasmania,Female
15 Offences against justice(e) ,2019–20,159,63.8,Tasmania,Female
16 Miscellaneous offences,2019–20,103,41.3,Tasmania,Female
01 Homicide and related offences,2020–21,0,0,Tasmania,Female
02 Acts intended to cause injury,2020–21,524,206.6,Tasmania,Female
03 Sexual assault and related offences,2020–21,7,2.8,Tasmania,Female
04 Dangerous/negligent acts(d),2020–21,0,0,Tasmania,Female
05 Abduction/harassment,2020–21,4,1.6,Tasmania,Female
06 Robbery/extortion,2020–21,11,4.3,Tasmania,Female
07 Unlawful entry with intent,2020–21,35,13.8,Tasmania,Female
08 Theft,2020–21,265,104.5,Tasmania,Female
09 Fraud/deception,2020–21,89,35.1,Tasmania,Female
10 Illicit drug offences,2020–21,301,118.7,Tasmania,Female
11 Weapons/explosives,2020–21,73,28.8,Tasmania,Female
12 Property damage and environmental pollution,2020–21,121,47.7,Tasmania,Female
13 Public order offences,2020–21,340,134.1,Tasmania,Female
15 Offences against justice(e) ,2020–21,180,71,Tasmania,Female
16 Miscellaneous offences,2020–21,80,31.5,Tasmania,Female
01 Homicide and related offences,2021–22,4,1.6,Tasmania,Female
02 Acts intended to cause injury,2021–22,573,222.8,Tasmania,Female
03 Sexual assault and related offences,2021–22,5,1.9,Tasmania,Female
04 Dangerous/negligent acts(d),2021–22,0,0,Tasmania,Female
05 Abduction/harassment,2021–22,3,1.2,Tasmania,Female
06 Robbery/extortion,2021–22,12,4.7,Tasmania,Female
07 Unlawful entry with intent,2021–22,21,8.2,Tasmania,Female
08 Theft,2021–22,322,125.2,Tasmania,Female
09 Fraud/deception,2021–22,72,28,Tasmania,Female
10 Illicit drug offences,2021–22,250,97.2,Tasmania,Female
11 Weapons/explosives,2021–22,60,23.3,Tasmania,Female
12 Property damage and environmental pollution,2021–22,115,44.7,Tasmania,Female
13 Public order offences,2021–22,269,104.6,Tasmania,Female
15 Offences against justice(e) ,2021–22,169,65.7,Tasmania,Female
16 Miscellaneous offences,2021–22,146,56.8,Tasmania,Female
01 Homicide and related offences,2022–23,0,0,Tasmania,Female
02 Acts intended to cause injury,2022–23,614,237.1,Tasmania,Female
03 Sexual assault and related offences,2022–23,9,3.5,Tasmania,Female
04 Dangerous/negligent acts(d),2022–23,0,0,Tasmania,Female
05 Abduction/harassment,2022–23,3,1.2,Tasmania,Female
06 Robbery/extortion,2022–23,25,9.7,Tasmania,Female
07 Unlawful entry with intent,2022–23,29,11.2,Tasmania,Female
08 Theft,2022–23,374,144.4,Tasmania,Female
09 Fraud/deception,2022–23,57,22,Tasmania,Female
10 Illicit drug offences,2022–23,231,89.2,Tasmania,Female
11 Weapons/explosives,2022–23,68,26.3,Tasmania,Female
12 Property damage and environmental pollution,2022–23,91,35.1,Tasmania,Female
13 Public order offences,2022–23,200,77.2,Tasmania,Female
15 Offences against justice(e) ,2022–23,143,55.2,Tasmania,Female
16 Miscellaneous offences,2022–23,51,19.7,Tasmania,Female
01 Homicide and related offences,2023–24,0,0,Tasmania,Female
02 Acts intended to cause injury,2023–24,631,241.8,Tasmania,Female
03 Sexual assault and related offences,2023–24,6,2.3,Tasmania,Female
04 Dangerous/negligent acts(d),2023–24,0,0,Tasmania,Female
05 Abduction/harassment,2023–24,0,0,Tasmania,Female
06 Robbery/extortion,2023–24,31,11.9,Tasmania,Female
07 Unlawful entry with intent,2023–24,28,10.7,Tasmania,Female
08 Theft,2023–24,420,160.9,Tasmania,Female
09 Fraud/deception,2023–24,93,35.6,Tasmania,Female
10 Illicit drug offences,2023–24,227,87,Tasmania,Female
11 Weapons/explosives,2023–24,81,31,Tasmania,Female
12 Property damage and environmental pollution,2023–24,104,39.8,Tasmania,Female
13 Public order offences,2023–24,205,78.5,Tasmania,Female
15 Offences against justice(e) ,2023–24,147,56.3,Tasmania,Female
16 Miscellaneous offences,2023–24,64,24.5,Tasmania,Female
01 Homicide and related offences,2024–25,0,0,Tasmania,Female
02 Acts intended to cause injury,2024–25,698,267,Tasmania,Female
03 Sexual assault and related offences,2024–25,3,1.1,Tasmania,Female
04 Dangerous/negligent acts(d),2024–25,5,1.9,Tasmania,Female
05 Abduction/harassment,2024–25,11,4.2,Tasmania,Female
06 Robbery/extortion,2024–25,40,15.3,Tasmania,Female
07 Unlawful entry with intent,2024–25,36,13.8,Tasmania,Female
08 Theft,2024–25,464,177.5,Tasmania,Female
09 Fraud/deception,2024–25,68,26,Tasmania,Female
10 Illicit drug offences,2024–25,236,90.3,Tasmania,Female
11 Weapons/explosives,2024–25,83,31.7,Tasmania,Female
12 Property damage and environmental pollution,2024–25,109,41.7,Tasmania,Female
13 Public order offences,2024–25,210,80.3,Tasmania,Female
15 Offences against justice(e) ,2024–25,161,61.6,Tasmania,Female
16 Miscellaneous offences,2024–25,39,14.9,Tasmania,Female
01 Homicide and related offences,2008–09,21,4.8,Tasmania,Unknown
02 Acts intended to cause injury,2008–09,2325,530.4,Tasmania,Unknown
03 Sexual assault and related offences,2008–09,84,19.2,Tasmania,Unknown
04 Dangerous/negligent acts(d),2008–09,66,15.1,Tasmania,Unknown
05 Abduction/harassment,2008–09,23,5.2,Tasmania,Unknown
01 Homicide and related offences,2009–10,20,4.5,Tasmania,Unknown
02 Acts intended to cause injury,2009–10,2268,512,Tasmania,Unknown
03 Sexual assault and related offences,2009–10,87,19.6,Tasmania,Unknown
04 Dangerous/negligent acts(d),2009–10,12,2.7,Tasmania,Unknown
05 Abduction/harassment,2009–10,17,3.8,Tasmania,Unknown
01 Homicide and related offences,2010–11,15,3.4,Tasmania,Unknown
02 Acts intended to cause injury,2010–11,2088,467.1,Tasmania,Unknown
03 Sexual assault and related offences,2010–11,126,28.2,Tasmania,Unknown
04 Dangerous/negligent acts(d),2010–11,9,2,Tasmania,Unknown
05 Abduction/harassment,2010–11,14,3.1,Tasmania,Unknown
01 Homicide and related offences,2011–12,9,2,Tasmania,Unknown
02 Acts intended to cause injury,2011–12,2052,457.2,Tasmania,Unknown
03 Sexual assault and related offences,2011–12,92,20.5,Tasmania,Unknown
04 Dangerous/negligent acts(d),2011–12,3,0.7,Tasmania,Unknown
05 Abduction/harassment,2011–12,12,2.7,Tasmania,Unknown
01 Homicide and related offences,2012–13,14,3.1,Tasmania,Unknown
02 Acts intended to cause injury,2012–13,1671,372.1,Tasmania,Unknown
03 Sexual assault and related offences,2012–13,86,19.2,Tasmania,Unknown
04 Dangerous/negligent acts(d),2012–13,3,0.7,Tasmania,Unknown
05 Abduction/harassment,2012–13,12,2.7,Tasmania,Unknown
01 Homicide and related offences,2013–14,17,3.8,Tasmania,Unknown
02 Acts intended to cause injury,2013–14,1728,384,Tasmania,Unknown
03 Sexual assault and related offences,2013–14,117,26,Tasmania,Unknown
04 Dangerous/negligent acts(d),2013–14,0,0,Tasmania,Unknown
05 Abduction/harassment,2013–14,20,4.4,Tasmania,Unknown
01 Homicide and related offences,2014–15,11,2.4,Tasmania,Unknown
02 Acts intended to cause injury,2014–15,1696,375.9,Tasmania,Unknown
03 Sexual assault and related offences,2014–15,98,21.7,Tasmania,Unknown
04 Dangerous/negligent acts(d),2014–15,0,0,Tasmania,Unknown
05 Abduction/harassment,2014–15,14,3.1,Tasmania,Unknown
01 Homicide and related offences,2015–16,6,1.3,Tasmania,Unknown
02 Acts intended to cause injury,2015–16,1807,398.6,Tasmania,Unknown
03 Sexual assault and related offences,2015–16,104,22.9,Tasmania,Unknown
04 Dangerous/negligent acts(d),2015–16,3,0.7,Tasmania,Unknown
05 Abduction/harassment,2015–16,16,3.5,Tasmania,Unknown
01 Homicide and related offences,2016–17,14,3,Tasmania,Unknown
02 Acts intended to cause injury,2016–17,1847,401.9,Tasmania,Unknown
03 Sexual assault and related offences,2016–17,109,23.7,Tasmania,Unknown
04 Dangerous/negligent acts(d),2016–17,0,0,Tasmania,Unknown
05 Abduction/harassment,2016–17,19,4.1,Tasmania,Unknown
01 Homicide and related offences,2017–18,13,2.8,Tasmania,Unknown
02 Acts intended to cause injury,2017–18,2076,442.3,Tasmania,Unknown
03 Sexual assault and related offences,2017–18,130,27.7,Tasmania,Unknown
04 Dangerous/negligent acts(d),2017–18,3,0.6,Tasmania,Unknown
05 Abduction/harassment,2017–18,10,2.1,Tasmania,Unknown
01 Homicide and related offences,2018–19,8,1.7,Tasmania,Unknown
02 Acts intended to cause injury,2018–19,2047,425.6,Tasmania,Unknown
03 Sexual assault and related offences,2018–19,127,26.4,Tasmania,Unknown
04 Dangerous/negligent acts(d),2018–19,3,0.6,Tasmania,Unknown
05 Abduction/harassment,2018–19,9,1.9,Tasmania,Unknown
01 Homicide and related offences,2019–20,24,4.9,Tasmania,Unknown
02 Acts intended to cause injury,2019–20,1922,391.2,Tasmania,Unknown
03 Sexual assault and related offences,2019–20,129,26.3,Tasmania,Unknown
04 Dangerous/negligent acts(d),2019–20,3,0.6,Tasmania,Unknown
05 Abduction/harassment,2019–20,8,1.6,Tasmania,Unknown
01 Homicide and related offences,2020–21,11,2.2,Tasmania,Unknown
02 Acts intended to cause injury,2020–21,2007,401.1,Tasmania,Unknown
03 Sexual assault and related offences,2020–21,115,23,Tasmania,Unknown
04 Dangerous/negligent acts(d),2020–21,0,0,Tasmania,Unknown
05 Abduction/harassment,2020–21,16,3.2,Tasmania,Unknown
01 Homicide and related offences,2021–22,17,3.3,Tasmania,Unknown
02 Acts intended to cause injury,2021–22,2055,404.2,Tasmania,Unknown
03 Sexual assault and related offences,2021–22,151,29.7,Tasmania,Unknown
04 Dangerous/negligent acts(d),2021–22,0,0,Tasmania,Unknown
05 Abduction/harassment,2021–22,11,2.2,Tasmania,Unknown
01 Homicide and related offences,2022–23,18,3.5,Tasmania,Unknown
02 Acts intended to cause injury,2022–23,2132,416.8,Tasmania,Unknown
03 Sexual assault and related offences,2022–23,153,29.9,Tasmania,Unknown
04 Dangerous/negligent acts(d),2022–23,3,0.6,Tasmania,Unknown
05 Abduction/harassment,2022–23,17,3.3,Tasmania,Unknown
01 Homicide and related offences,2023–24,9,1.7,Tasmania,Unknown
02 Acts intended to cause injury,2023–24,2197,426.9,Tasmania,Unknown
03 Sexual assault and related offences,2023–24,135,26.2,Tasmania,Unknown
04 Dangerous/negligent acts(d),2023–24,4,0.8,Tasmania,Unknown
05 Abduction/harassment,2023–24,18,3.5,Tasmania,Unknown
01 Homicide and related offences,2024–25,5,1,Tasmania,Unknown
02 Acts intended to cause injury,2024–25,2355,456.1,Tasmania,Unknown
03 Sexual assault and related offences,2024–25,160,31,Tasmania,Unknown
04 Dangerous/negligent acts(d),2024–25,3,0.6,Tasmania,Unknown
05 Abduction/harassment,2024–25,24,4.6,Tasmania,Unknown
01 Homicide and related offences,2008–09,21,21.5,Northern Territory,Male
02 Acts intended to cause injury,2008–09,1870,1910.6,Northern Territory,Male
03 Sexual assault and related offences,2008–09,167,170.6,Northern Territory,Male
04 Dangerous/negligent acts(f),2008–09,38,38.8,Northern Territory,Male
05 Abduction/harassment,2008–09,74,75.6,Northern Territory,Male
06 Robbery/extortion,2008–09,57,58.2,Northern Territory,Male
07 Unlawful entry with intent,2008–09,567,579.3,Northern Territory,Male
08 Theft,2008–09,352,359.6,Northern Territory,Male
09 Fraud/deception,2008–09,69,70.5,Northern Territory,Male
10 Illicit drug offences,2008–09,655,669.2,Northern Territory,Male
11 Weapons/explosives,2008–09,277,283,Northern Territory,Male
12 Property damage and environmental pollution,2008–09,169,172.7,Northern Territory,Male
13 Public order offences,2008–09,2473,2526.6,Northern Territory,Male
15 Offences against justice(g) ,2008–09,472,482.2,Northern Territory,Male
16 Miscellaneous offences,2008–09,52,53.1,Northern Territory,Male
01 Homicide and related offences,2009–10,35,34.8,Northern Territory,Male
02 Acts intended to cause injury,2009–10,1892,1878.7,Northern Territory,Male
03 Sexual assault and related offences,2009–10,163,161.9,Northern Territory,Male
04 Dangerous/negligent acts(f),2009–10,52,51.6,Northern Territory,Male
05 Abduction/harassment,2009–10,120,119.2,Northern Territory,Male
06 Robbery/extortion,2009–10,44,43.7,Northern Territory,Male
07 Unlawful entry with intent,2009–10,602,597.8,Northern Territory,Male
08 Theft,2009–10,394,391.2,Northern Territory,Male
09 Fraud/deception,2009–10,63,62.6,Northern Territory,Male
10 Illicit drug offences,2009–10,782,776.5,Northern Territory,Male
11 Weapons/explosives,2009–10,230,228.4,Northern Territory,Male
12 Property damage and environmental pollution,2009–10,196,194.6,Northern Territory,Male
13 Public order offences,2009–10,2736,2716.7,Northern Territory,Male
15 Offences against justice(g) ,2009–10,538,534.2,Northern Territory,Male
16 Miscellaneous offences,2009–10,74,73.5,Northern Territory,Male
01 Homicide and related offences,2010–11,16,15.6,Northern Territory,Male
02 Acts intended to cause injury,2010–11,1846,1802,Northern Territory,Male
03 Sexual assault and related offences,2010–11,142,138.6,Northern Territory,Male
04 Dangerous/negligent acts(f),2010–11,48,46.9,Northern Territory,Male
05 Abduction/harassment,2010–11,112,109.3,Northern Territory,Male
06 Robbery/extortion,2010–11,46,44.9,Northern Territory,Male
07 Unlawful entry with intent,2010–11,463,452,Northern Territory,Male
08 Theft,2010–11,352,343.6,Northern Territory,Male
09 Fraud/deception,2010–11,59,57.6,Northern Territory,Male
10 Illicit drug offences,2010–11,967,944,Northern Territory,Male
11 Weapons/explosives,2010–11,269,262.6,Northern Territory,Male
12 Property damage and environmental pollution,2010–11,171,166.9,Northern Territory,Male
13 Public order offences,2010–11,2155,2103.7,Northern Territory,Male
15 Offences against justice(g) ,2010–11,505,493,Northern Territory,Male
16 Miscellaneous offences,2010–11,63,61.5,Northern Territory,Male
01 Homicide and related offences,2011–12,19,18.3,Northern Territory,Male
02 Acts intended to cause injury,2011–12,2119,2046.4,Northern Territory,Male
03 Sexual assault and related offences,2011–12,132,127.5,Northern Territory,Male
04 Dangerous/negligent acts(f),2011–12,36,34.8,Northern Territory,Male
05 Abduction/harassment,2011–12,106,102.4,Northern Territory,Male
06 Robbery/extortion,2011–12,62,59.9,Northern Territory,Male
07 Unlawful entry with intent,2011–12,507,489.6,Northern Territory,Male
08 Theft,2011–12,272,262.7,Northern Territory,Male
09 Fraud/deception,2011–12,67,64.7,Northern Territory,Male
10 Illicit drug offences,2011–12,846,817,Northern Territory,Male
11 Weapons/explosives,2011–12,274,264.6,Northern Territory,Male
12 Property damage and environmental pollution,2011–12,166,160.3,Northern Territory,Male
13 Public order offences,2011–12,2292,2213.4,Northern Territory,Male
15 Offences against justice(g) ,2011–12,441,425.9,Northern Territory,Male
16 Miscellaneous offences,2011–12,118,114,Northern Territory,Male
01 Homicide and related offences,2012–13,24,22.6,Northern Territory,Male
02 Acts intended to cause injury,2012–13,2682,2525.9,Northern Territory,Male
03 Sexual assault and related offences,2012–13,155,146,Northern Territory,Male
04 Dangerous/negligent acts(f),2012–13,49,46.1,Northern Territory,Male
05 Abduction/harassment,2012–13,98,92.3,Northern Territory,Male
06 Robbery/extortion,2012–13,38,35.8,Northern Territory,Male
07 Unlawful entry with intent,2012–13,470,442.6,Northern Territory,Male
08 Theft,2012–13,295,277.8,Northern Territory,Male
09 Fraud/deception,2012–13,57,53.7,Northern Territory,Male
10 Illicit drug offences,2012–13,732,689.4,Northern Territory,Male
11 Weapons/explosives,2012–13,303,285.4,Northern Territory,Male
12 Property damage and environmental pollution,2012–13,170,160.1,Northern Territory,Male
13 Public order offences,2012–13,2400,2260.3,Northern Territory,Male
15 Offences against justice(g) ,2012–13,516,486,Northern Territory,Male
16 Miscellaneous offences,2012–13,126,118.7,Northern Territory,Male
01 Homicide and related offences,2013–14,17,15.8,Northern Territory,Male
02 Acts intended to cause injury,2013–14,2771,2569.1,Northern Territory,Male
03 Sexual assault and related offences,2013–14,186,172.5,Northern Territory,Male
04 Dangerous/negligent acts(f),2013–14,37,34.3,Northern Territory,Male
05 Abduction/harassment,2013–14,122,113.1,Northern Territory,Male
06 Robbery/extortion,2013–14,57,52.8,Northern Territory,Male
07 Unlawful entry with intent,2013–14,417,386.6,Northern Territory,Male
08 Theft,2013–14,254,235.5,Northern Territory,Male
09 Fraud/deception,2013–14,40,37.1,Northern Territory,Male
10 Illicit drug offences,2013–14,816,756.6,Northern Territory,Male
11 Weapons/explosives,2013–14,297,275.4,Northern Territory,Male
12 Property damage and environmental pollution,2013–14,181,167.8,Northern Territory,Male
13 Public order offences,2013–14,2857,2648.9,Northern Territory,Male
15 Offences against justice(g) ,2013–14,521,483,Northern Territory,Male
16 Miscellaneous offences,2013–14,122,113.1,Northern Territory,Male
01 Homicide and related offences,2014–15,22,20.4,Northern Territory,Male
02 Acts intended to cause injury,2014–15,2545,2360.4,Northern Territory,Male
03 Sexual assault and related offences,2014–15,171,158.6,Northern Territory,Male
04 Dangerous/negligent acts(f),2014–15,47,43.6,Northern Territory,Male
05 Abduction/harassment,2014–15,139,128.9,Northern Territory,Male
06 Robbery/extortion,2014–15,47,43.6,Northern Territory,Male
07 Unlawful entry with intent,2014–15,478,443.3,Northern Territory,Male
08 Theft,2014–15,240,222.6,Northern Territory,Male
09 Fraud/deception,2014–15,64,59.4,Northern Territory,Male
10 Illicit drug offences,2014–15,963,893.2,Northern Territory,Male
11 Weapons/explosives,2014–15,292,270.8,Northern Territory,Male
12 Property damage and environmental pollution,2014–15,177,164.2,Northern Territory,Male
13 Public order offences,2014–15,2595,2406.8,Northern Territory,Male
15 Offences against justice(g) ,2014–15,629,583.4,Northern Territory,Male
16 Miscellaneous offences,2014–15,114,105.7,Northern Territory,Male
01 Homicide and related offences,2015–16,17,15.8,Northern Territory,Male
02 Acts intended to cause injury,2015–16,2453,2274.7,Northern Territory,Male
03 Sexual assault and related offences,2015–16,155,143.7,Northern Territory,Male
04 Dangerous/negligent acts(f),2015–16,65,60.3,Northern Territory,Male
05 Abduction/harassment,2015–16,159,147.4,Northern Territory,Male
06 Robbery/extortion,2015–16,54,50.1,Northern Territory,Male
07 Unlawful entry with intent,2015–16,526,487.8,Northern Territory,Male
08 Theft,2015–16,221,204.9,Northern Territory,Male
09 Fraud/deception,2015–16,69,64,Northern Territory,Male
10 Illicit drug offences,2015–16,984,912.5,Northern Territory,Male
11 Weapons/explosives,2015–16,255,236.5,Northern Territory,Male
12 Property damage and environmental pollution,2015–16,192,178,Northern Territory,Male
13 Public order offences,2015–16,2774,2572.4,Northern Territory,Male
15 Offences against justice(g) ,2015–16,653,605.5,Northern Territory,Male
16 Miscellaneous offences,2015–16,112,103.9,Northern Territory,Male
01 Homicide and related offences,2016–17,9,8.3,Northern Territory,Male
02 Acts intended to cause injury,2016–17,2287,2113.3,Northern Territory,Male
03 Sexual assault and related offences,2016–17,137,126.6,Northern Territory,Male
04 Dangerous/negligent acts(f),2016–17,52,48.1,Northern Territory,Male
05 Abduction/harassment,2016–17,132,122,Northern Territory,Male
06 Robbery/extortion,2016–17,69,63.8,Northern Territory,Male
07 Unlawful entry with intent,2016–17,433,400.1,Northern Territory,Male
08 Theft,2016–17,224,207,Northern Territory,Male
09 Fraud/deception,2016–17,47,43.4,Northern Territory,Male
10 Illicit drug offences,2016–17,1033,954.5,Northern Territory,Male
11 Weapons/explosives,2016–17,295,272.6,Northern Territory,Male
12 Property damage and environmental pollution,2016–17,163,150.6,Northern Territory,Male
13 Public order offences,2016–17,2850,2633.5,Northern Territory,Male
15 Offences against justice(g) ,2016–17,541,499.9,Northern Territory,Male
16 Miscellaneous offences,2016–17,114,105.3,Northern Territory,Male
01 Homicide and related offences,2017–18,12,11.1,Northern Territory,Male
02 Acts intended to cause injury,2017–18,2420,2238.2,Northern Territory,Male
03 Sexual assault and related offences,2017–18,138,127.6,Northern Territory,Male
04 Dangerous/negligent acts(f),2017–18,56,51.8,Northern Territory,Male
05 Abduction/harassment,2017–18,119,110.1,Northern Territory,Male
06 Robbery/extortion,2017–18,78,72.1,Northern Territory,Male
07 Unlawful entry with intent,2017–18,423,391.2,Northern Territory,Male
08 Theft,2017–18,195,180.4,Northern Territory,Male
09 Fraud/deception,2017–18,57,52.7,Northern Territory,Male
10 Illicit drug offences,2017–18,898,830.5,Northern Territory,Male
11 Weapons/explosives,2017–18,345,319.1,Northern Territory,Male
12 Property damage and environmental pollution,2017–18,171,158.2,Northern Territory,Male
13 Public order offences,2017–18,3078,2846.8,Northern Territory,Male
15 Offences against justice(g) ,2017–18,705,652,Northern Territory,Male
16 Miscellaneous offences,2017–18,121,111.9,Northern Territory,Male
01 Homicide and related offences,2018–19,17,15.8,Northern Territory,Male
02 Acts intended to cause injury,2018–19,2129,1984.6,Northern Territory,Male
03 Sexual assault and related offences,2018–19,138,128.6,Northern Territory,Male
04 Dangerous/negligent acts(f),2018–19,61,56.9,Northern Territory,Male
05 Abduction/harassment,2018–19,91,84.8,Northern Territory,Male
06 Robbery/extortion,2018–19,63,58.7,Northern Territory,Male
07 Unlawful entry with intent,2018–19,483,450.2,Northern Territory,Male
08 Theft,2018–19,193,179.9,Northern Territory,Male
09 Fraud/deception,2018–19,60,55.9,Northern Territory,Male
10 Illicit drug offences,2018–19,930,866.9,Northern Territory,Male
11 Weapons/explosives,2018–19,312,290.8,Northern Territory,Male
12 Property damage and environmental pollution,2018–19,170,158.5,Northern Territory,Male
13 Public order offences,2018–19,2296,2140.3,Northern Territory,Male
15 Offences against justice(g) ,2018–19,683,636.7,Northern Territory,Male
16 Miscellaneous offences,2018–19,125,116.5,Northern Territory,Male
01 Homicide and related offences,2019–20,14,13.1,Northern Territory,Male
02 Acts intended to cause injury,2019–20,2123,1984.6,Northern Territory,Male
03 Sexual assault and related offences,2019–20,139,129.9,Northern Territory,Male
04 Dangerous/negligent acts(f),2019–20,40,37.4,Northern Territory,Male
05 Abduction/harassment,2019–20,96,89.7,Northern Territory,Male
06 Robbery/extortion,2019–20,98,91.6,Northern Territory,Male
07 Unlawful entry with intent,2019–20,370,345.9,Northern Territory,Male
08 Theft,2019–20,169,158,Northern Territory,Male
09 Fraud/deception,2019–20,61,57,Northern Territory,Male
10 Illicit drug offences,2019–20,874,817,Northern Territory,Male
11 Weapons/explosives,2019–20,400,373.9,Northern Territory,Male
12 Property damage and environmental pollution,2019–20,156,145.8,Northern Territory,Male
13 Public order offences,2019–20,1599,1494.7,Northern Territory,Male
15 Offences against justice(g) ,2019–20,593,554.3,Northern Territory,Male
16 Miscellaneous offences,2019–20,173,161.7,Northern Territory,Male
01 Homicide and related offences,2020-21,16,14.9,Northern Territory,Male
02 Acts intended to cause injury,2020-21,2521,2342,Northern Territory,Male
03 Sexual assault and related offences,2020-21,171,158.9,Northern Territory,Male
