Offence,Year,Number,Rate,State,Sex
Public order offences,2017,2133.0,2102.5,Northern Territory,Female
Offences against justice,2017,198.0,195.2,Northern Territory,Female
Miscellaneous offences,2017,37.0,36.5,Northern Territory,Female
Homicide and related offences,2018,0.0,0.0,Northern Territory,Female
Acts intended to cause injury,2018,558.0,546.6,Northern Territory,Female
Sexual assault and related offences,2018,5.0,4.9,Northern Territory,Female
Dangerous/negligent acts,2018,13.0,12.7,Northern Territory,Female
Abduction/harassment,2018,28.0,27.4,Northern Territory,Female
Robbery/extortion,2018,22.0,21.6,Northern Territory,Female
Unlawful entry with intent,2018,67.0,65.6,Northern Territory,Female
Theft,2018,130.0,127.3,Northern Territory,Female
Fraud/deception,2018,30.0,29.4,Northern Territory,Female
Illicit drug offences,2018,433.0,424.2,Northern Territory,Female
Weapons/explosives,2018,49.0,48.0,Northern Territory,Female
Property damage and environmental pollution,2018,37.0,36.2,Northern Territory,Female
Public order offences,2018,1502.0,1471.4,Northern Territory,Female
Offences against justice,2018,198.0,194.0,Northern Territory,Female
Miscellaneous offences,2018,32.0,31.3,Northern Territory,Female
Homicide and related offences,2019,0.0,0.0,Northern Territory,Female
Acts intended to cause injury,2019,527.0,510.2,Northern Territory,Female
Sexual assault and related offences,2019,4.0,3.9,Northern Territory,Female
Dangerous/negligent acts,2019,9.0,8.7,Northern Territory,Female
Abduction/harassment,2019,14.0,13.6,Northern Territory,Female
Robbery/extortion,2019,24.0,23.2,Northern Territory,Female
Unlawful entry with intent,2019,45.0,43.6,Northern Territory,Female
Theft,2019,87.0,84.2,Northern Territory,Female
Fraud/deception,2019,43.0,41.6,Northern Territory,Female
Illicit drug offences,2019,433.0,419.2,Northern Territory,Female
Weapons/explosives,2019,67.0,64.9,Northern Territory,Female
Property damage and environmental pollution,2019,52.0,50.3,Northern Territory,Female
Public order offences,2019,1025.0,992.4,Northern Territory,Female
Offences against justice,2019,191.0,184.9,Northern Territory,Female
Miscellaneous offences,2019,58.0,56.2,Northern Territory,Female
Homicide and related offences,2020,3.0,2.9,Northern Territory,Female
Acts intended to cause injury,2020,637.0,609.7,Northern Territory,Female
Sexual assault and related offences,2020,4.0,3.8,Northern Territory,Female
Dangerous/negligent acts,2020,12.0,11.5,Northern Territory,Female
Abduction/harassment,2020,19.0,18.2,Northern Territory,Female
Robbery/extortion,2020,26.0,24.9,Northern Territory,Female
Unlawful entry with intent,2020,45.0,43.1,Northern Territory,Female
Theft,2020,42.0,40.2,Northern Territory,Female
Fraud/deception,2020,20.0,19.1,Northern Territory,Female
Illicit drug offences,2020,420.0,402.0,Northern Territory,Female
Weapons/explosives,2020,40.0,38.3,Northern Territory,Female
Property damage and environmental pollution,2020,52.0,49.8,Northern Territory,Female
Public order offences,2020,872.0,834.7,Northern Territory,Female
Offences against justice,2020,173.0,165.6,Northern Territory,Female
Miscellaneous offences,2020,49.0,46.9,Northern Territory,Female
Homicide and related offences,2021,0.0,0.0,Northern Territory,Female
Acts intended to cause injury,2021,637.0,603.6,Northern Territory,Female
Sexual assault and related offences,2021,3.0,2.8,Northern Territory,Female
Dangerous/negligent acts,2021,12.0,11.4,Northern Territory,Female
Abduction/harassment,2021,9.0,8.5,Northern Territory,Female
Robbery/extortion,2021,53.0,50.2,Northern Territory,Female
Unlawful entry with intent,2021,65.0,61.6,Northern Territory,Female
Theft,2021,66.0,62.5,Northern Territory,Female
Fraud/deception,2021,21.0,19.9,Northern Territory,Female
Illicit drug offences,2021,255.0,241.6,Northern Territory,Female
Weapons/explosives,2021,33.0,31.3,Northern Territory,Female
Property damage and environmental pollution,2021,60.0,56.9,Northern Territory,Female
Public order offences,2021,699.0,662.4,Northern Territory,Female
Offences against justice,2021,141.0,133.6,Northern Territory,Female
Miscellaneous offences,2021,182.0,172.5,Northern Territory,Female
Homicide and related offences,2022,7.0,6.5,Northern Territory,Female
Acts intended to cause injury,2022,795.0,743.6,Northern Territory,Female
Sexual assault and related offences,2022,0.0,0.0,Northern Territory,Female
Dangerous/negligent acts,2022,8.0,7.5,Northern Territory,Female
Abduction/harassment,2022,13.0,12.2,Northern Territory,Female
Robbery/extortion,2022,43.0,40.2,Northern Territory,Female
Unlawful entry with intent,2022,65.0,60.8,Northern Territory,Female
Theft,2022,79.0,73.9,Northern Territory,Female
Fraud/deception,2022,30.0,28.1,Northern Territory,Female
Illicit drug offences,2022,265.0,247.9,Northern Territory,Female
Weapons/explosives,2022,44.0,41.2,Northern Territory,Female
Property damage and environmental pollution,2022,59.0,55.2,Northern Territory,Female
Public order offences,2022,716.0,669.7,Northern Territory,Female
Offences against justice,2022,166.0,155.3,Northern Territory,Female
Miscellaneous offences,2022,7.0,6.5,Northern Territory,Female
Homicide and related offences,2023,0.0,0.0,Northern Territory,Female
Acts intended to cause injury,2023,630.0,579.6,Northern Territory,Female
Sexual assault and related offences,2023,0.0,0.0,Northern Territory,Female
Dangerous/negligent acts,2023,10.0,9.2,Northern Territory,Female
Abduction/harassment,2023,9.0,8.3,Northern Territory,Female
Robbery/extortion,2023,48.0,44.2,Northern Territory,Female
Unlawful entry with intent,2023,59.0,54.3,Northern Territory,Female
Theft,2023,74.0,68.1,Northern Territory,Female
Fraud/deception,2023,17.0,15.6,Northern Territory,Female
Illicit drug offences,2023,278.0,255.8,Northern Territory,Female
Weapons/explosives,2023,47.0,43.2,Northern Territory,Female
Property damage and environmental pollution,2023,67.0,61.6,Northern Territory,Female
Public order offences,2023,997.0,917.3,Northern Territory,Female
Offences against justice,2023,247.0,227.3,Northern Territory,Female
Miscellaneous offences,2023,19.0,17.5,Northern Territory,Female
Homicide and related offences,2024,0.0,0.0,Northern Territory,Female
Acts intended to cause injury,2024,1003.0,910.7,Northern Territory,Female
Sexual assault and related offences,2024,7.0,6.4,Northern Territory,Female
Dangerous/negligent acts,2024,15.0,13.6,Northern Territory,Female
Abduction/harassment,2024,15.0,13.6,Northern Territory,Female
Robbery/extortion,2024,48.0,43.6,Northern Territory,Female
Unlawful entry with intent,2024,35.0,31.8,Northern Territory,Female
Theft,2024,106.0,96.2,Northern Territory,Female
Fraud/deception,2024,18.0,16.3,Northern Territory,Female
Illicit drug offences,2024,299.0,271.5,Northern Territory,Female
Weapons/explosives,2024,64.0,58.1,Northern Territory,Female
Property damage and environmental pollution,2024,100.0,90.8,Northern Territory,Female
Public order offences,2024,1258.0,1142.2,Northern Territory,Female
Offences against justice,2024,211.0,191.6,Northern Territory,Female
Miscellaneous offences,2024,25.0,22.7,Northern Territory,Female
Homicide and related offences,2008,22.0,11.8,Northern Territory,Unknown
Acts intended to cause injury,2008,2258.0,1208.9,Northern Territory,Unknown
Sexual assault and related offences,2008,167.0,89.4,Northern Territory,Unknown
Dangerous/negligent acts,2008,43.0,23.0,Northern Territory,Unknown
Abduction/harassment,2008,95.0,50.9,Northern Territory,Unknown
Homicide and related offences,2009,35.0,18.3,Northern Territory,Unknown
Acts intended to cause injury,2009,2331.0,1216.6,Northern Territory,Unknown
Sexual assault and related offences,2009,166.0,86.6,Northern Territory,Unknown
Dangerous/negligent acts,2009,57.0,29.7,Northern Territory,Unknown
Abduction/harassment,2009,164.0,85.6,Northern Territory,Unknown
Homicide and related offences,2010,20.0,10.3,Northern Territory,Unknown
Acts intended to cause injury,2010,2206.0,1135.6,Northern Territory,Unknown
Sexual assault and related offences,2010,147.0,75.7,Northern Territory,Unknown
Dangerous/negligent acts,2010,55.0,28.3,Northern Territory,Unknown
Abduction/harassment,2010,145.0,74.6,Northern Territory,Unknown
Homicide and related offences,2011,27.0,13.7,Northern Territory,Unknown
Acts intended to cause injury,2011,2564.0,1302.4,Northern Territory,Unknown
Sexual assault and related offences,2011,142.0,72.1,Northern Territory,Unknown
Dangerous/negligent acts,2011,44.0,22.3,Northern Territory,Unknown
Abduction/harassment,2011,125.0,63.5,Northern Territory,Unknown
Homicide and related offences,2012,30.0,14.8,Northern Territory,Unknown
Acts intended to cause injury,2012,3322.0,1643.4,Northern Territory,Unknown
Sexual assault and related offences,2012,159.0,78.7,Northern Territory,Unknown
Dangerous/negligent acts,2012,58.0,28.7,Northern Territory,Unknown
Abduction/harassment,2012,122.0,60.4,Northern Territory,Unknown
Homicide and related offences,2013,22.0,10.7,Northern Territory,Unknown
Acts intended to cause injury,2013,3477.0,1693.0,Northern Territory,Unknown
Sexual assault and related offences,2013,187.0,91.1,Northern Territory,Unknown
Dangerous/negligent acts,2013,49.0,23.9,Northern Territory,Unknown
Abduction/harassment,2013,137.0,66.7,Northern Territory,Unknown
Homicide and related offences,2014,27.0,13.1,Northern Territory,Unknown
Acts intended to cause injury,2014,3162.0,1536.0,Northern Territory,Unknown
Sexual assault and related offences,2014,171.0,83.1,Northern Territory,Unknown
Dangerous/negligent acts,2014,67.0,32.5,Northern Territory,Unknown
Abduction/harassment,2014,183.0,88.9,Northern Territory,Unknown
Homicide and related offences,2015,13.0,6.3,Northern Territory,Unknown
Acts intended to cause injury,2015,3077.0,1487.6,Northern Territory,Unknown
Sexual assault and related offences,2015,155.0,74.9,Northern Territory,Unknown
Dangerous/negligent acts,2015,85.0,41.1,Northern Territory,Unknown
Abduction/harassment,2015,207.0,100.1,Northern Territory,Unknown
Homicide and related offences,2016,18.0,8.6,Northern Territory,Unknown
Acts intended to cause injury,2016,2844.0,1364.2,Northern Territory,Unknown
Sexual assault and related offences,2016,139.0,66.7,Northern Territory,Unknown
Dangerous/negligent acts,2016,65.0,31.2,Northern Territory,Unknown
Abduction/harassment,2016,156.0,74.8,Northern Territory,Unknown
Homicide and related offences,2017,16.0,7.6,Northern Territory,Unknown
Acts intended to cause injury,2017,2995.0,1429.1,Northern Territory,Unknown
Sexual assault and related offences,2017,142.0,67.8,Northern Territory,Unknown
Dangerous/negligent acts,2017,77.0,36.7,Northern Territory,Unknown
Abduction/harassment,2017,137.0,65.4,Northern Territory,Unknown
Homicide and related offences,2018,15.0,7.2,Northern Territory,Unknown
Acts intended to cause injury,2018,2686.0,1283.0,Northern Territory,Unknown
Sexual assault and related offences,2018,145.0,69.3,Northern Territory,Unknown
Dangerous/negligent acts,2018,75.0,35.8,Northern Territory,Unknown
Abduction/harassment,2018,120.0,57.3,Northern Territory,Unknown
Homicide and related offences,2019,14.0,6.7,Northern Territory,Unknown
Acts intended to cause injury,2019,2652.0,1261.3,Northern Territory,Unknown
Sexual assault and related offences,2019,143.0,68.0,Northern Territory,Unknown
Dangerous/negligent acts,2019,49.0,23.3,Northern Territory,Unknown
Abduction/harassment,2019,105.0,49.9,Northern Territory,Unknown
Homicide and related offences,2020,17.0,8.0,Northern Territory,Unknown
Acts intended to cause injury,2020,3160.0,1489.8,Northern Territory,Unknown
Sexual assault and related offences,2020,173.0,81.6,Northern Territory,Unknown
Dangerous/negligent acts,2020,64.0,30.2,Northern Territory,Unknown
Abduction/harassment,2020,109.0,51.4,Northern Territory,Unknown
Homicide and related offences,2021,19.0,8.9,Northern Territory,Unknown
Acts intended to cause injury,2021,3077.0,1438.1,Northern Territory,Unknown
Sexual assault and related offences,2021,146.0,68.2,Northern Territory,Unknown
Dangerous/negligent acts,2021,63.0,29.4,Northern Territory,Unknown
Abduction/harassment,2021,88.0,41.1,Northern Territory,Unknown
Homicide and related offences,2022,20.0,9.3,Northern Territory,Unknown
Acts intended to cause injury,2022,3645.0,1689.2,Northern Territory,Unknown
Sexual assault and related offences,2022,160.0,74.2,Northern Territory,Unknown
Dangerous/negligent acts,2022,42.0,19.5,Northern Territory,Unknown
Abduction/harassment,2022,82.0,38.0,Northern Territory,Unknown
Homicide and related offences,2023,18.0,8.2,Northern Territory,Unknown
Acts intended to cause injury,2023,2709.0,1232.2,Northern Territory,Unknown
Sexual assault and related offences,2023,66.0,30.0,Northern Territory,Unknown
Dangerous/negligent acts,2023,48.0,21.8,Northern Territory,Unknown
Abduction/harassment,2023,62.0,28.2,Northern Territory,Unknown
Homicide and related offences,2024,15.0,6.6,Northern Territory,Unknown
Acts intended to cause injury,2024,4469.0,1970.1,Northern Territory,Unknown
Sexual assault and related offences,2024,158.0,69.7,Northern Territory,Unknown
Dangerous/negligent acts,2024,65.0,28.7,Northern Territory,Unknown
Abduction/harassment,2024,99.0,43.6,Northern Territory,Unknown
Homicide and related offences,2008,9.0,5.9,Australian Capital Territory,Male
Acts intended to cause injury,2008,680.0,447.3,Australian Capital Territory,Male
Sexual assault and related offences,2008,67.0,44.1,Australian Capital Territory,Male
Dangerous/negligent acts,2008,3.0,2.0,Australian Capital Territory,Male
Abduction/harassment,2008,25.0,16.4,Australian Capital Territory,Male
Robbery/extortion,2008,41.0,27.0,Australian Capital Territory,Male
Unlawful entry with intent,2008,141.0,92.7,Australian Capital Territory,Male
Theft,2008,389.0,255.9,Australian Capital Territory,Male
Fraud/deception,2008,62.0,40.8,Australian Capital Territory,Male
Illicit drug offences,2008,189.0,124.3,Australian Capital Territory,Male
Weapons/explosives,2008,135.0,88.8,Australian Capital Territory,Male
Property damage and environmental pollution,2008,189.0,124.3,Australian Capital Territory,Male
Public order offences,2008,396.0,260.5,Australian Capital Territory,Male
Offences against justice,2008,232.0,152.6,Australian Capital Territory,Male
Miscellaneous offences,2008,7.0,4.6,Australian Capital Territory,Male
Homicide and related offences,2009,9.0,5.8,Australian Capital Territory,Male
Acts intended to cause injury,2009,619.0,399.6,Australian Capital Territory,Male
Sexual assault and related offences,2009,56.0,36.1,Australian Capital Territory,Male
Dangerous/negligent acts,2009,6.0,3.9,Australian Capital Territory,Male
Abduction/harassment,2009,21.0,13.6,Australian Capital Territory,Male
Robbery/extortion,2009,60.0,38.7,Australian Capital Territory,Male
Unlawful entry with intent,2009,152.0,98.1,Australian Capital Territory,Male
Theft,2009,297.0,191.7,Australian Capital Territory,Male
Fraud/deception,2009,44.0,28.4,Australian Capital Territory,Male
Illicit drug offences,2009,199.0,128.5,Australian Capital Territory,Male
Weapons/explosives,2009,125.0,80.7,Australian Capital Territory,Male
Property damage and environmental pollution,2009,179.0,115.5,Australian Capital Territory,Male
Public order offences,2009,535.0,345.3,Australian Capital Territory,Male
Offences against justice,2009,242.0,156.2,Australian Capital Territory,Male
Miscellaneous offences,2009,4.0,2.6,Australian Capital Territory,Male
Homicide and related offences,2010,6.0,3.8,Australian Capital Territory,Male
Acts intended to cause injury,2010,640.0,405.2,Australian Capital Territory,Male
Sexual assault and related offences,2010,64.0,40.5,Australian Capital Territory,Male
Dangerous/negligent acts,2010,16.0,10.1,Australian Capital Territory,Male
Abduction/harassment,2010,25.0,15.8,Australian Capital Territory,Male
Robbery/extortion,2010,37.0,23.4,Australian Capital Territory,Male
Unlawful entry with intent,2010,157.0,99.4,Australian Capital Territory,Male
Theft,2010,294.0,186.1,Australian Capital Territory,Male
Fraud/deception,2010,61.0,38.6,Australian Capital Territory,Male
Illicit drug offences,2010,194.0,122.8,Australian Capital Territory,Male
Weapons/explosives,2010,118.0,74.7,Australian Capital Territory,Male
Property damage and environmental pollution,2010,163.0,103.2,Australian Capital Territory,Male
Public order offences,2010,723.0,457.8,Australian Capital Territory,Male
Offences against justice,2010,188.0,119.0,Australian Capital Territory,Male
Miscellaneous offences,2010,4.0,2.5,Australian Capital Territory,Male
Homicide and related offences,2011,3.0,1.9,Australian Capital Territory,Male
Acts intended to cause injury,2011,500.0,311.1,Australian Capital Territory,Male
Sexual assault and related offences,2011,50.0,31.1,Australian Capital Territory,Male
Dangerous/negligent acts,2011,7.0,4.4,Australian Capital Territory,Male
Abduction/harassment,2011,20.0,12.4,Australian Capital Territory,Male
Robbery/extortion,2011,56.0,34.8,Australian Capital Territory,Male
Unlawful entry with intent,2011,120.0,74.7,Australian Capital Territory,Male
Theft,2011,251.0,156.2,Australian Capital Territory,Male
Fraud/deception,2011,76.0,47.3,Australian Capital Territory,Male
Illicit drug offences,2011,256.0,159.3,Australian Capital Territory,Male
Weapons/explosives,2011,107.0,66.6,Australian Capital Territory,Male
Property damage and environmental pollution,2011,185.0,115.1,Australian Capital Territory,Male
Public order offences,2011,750.0,466.6,Australian Capital Territory,Male
Offences against justice,2011,198.0,123.2,Australian Capital Territory,Male
Miscellaneous offences,2011,16.0,10.0,Australian Capital Territory,Male
Homicide and related offences,2012,3.0,1.8,Australian Capital Territory,Male
Acts intended to cause injury,2012,449.0,274.7,Australian Capital Territory,Male
Sexual assault and related offences,2012,55.0,33.6,Australian Capital Territory,Male
Dangerous/negligent acts,2012,8.0,4.9,Australian Capital Territory,Male
Abduction/harassment,2012,12.0,7.3,Australian Capital Territory,Male
Robbery/extortion,2012,32.0,19.6,Australian Capital Territory,Male
Unlawful entry with intent,2012,79.0,48.3,Australian Capital Territory,Male
Theft,2012,260.0,159.1,Australian Capital Territory,Male
Fraud/deception,2012,49.0,30.0,Australian Capital Territory,Male
Illicit drug offences,2012,268.0,163.9,Australian Capital Territory,Male
Weapons/explosives,2012,104.0,63.6,Australian Capital Territory,Male
Property damage and environmental pollution,2012,142.0,86.9,Australian Capital Territory,Male
Public order offences,2012,663.0,405.6,Australian Capital Territory,Male
Offences against justice,2012,191.0,116.8,Australian Capital Territory,Male
Miscellaneous offences,2012,10.0,6.1,Australian Capital Territory,Male
Homicide and related offences,2013,6.0,3.6,Australian Capital Territory,Male
Acts intended to cause injury,2013,440.0,265.5,Australian Capital Territory,Male
Sexual assault and related offences,2013,73.0,44.0,Australian Capital Territory,Male
Dangerous/negligent acts,2013,17.0,10.3,Australian Capital Territory,Male
Abduction/harassment,2013,9.0,5.4,Australian Capital Territory,Male
Robbery/extortion,2013,37.0,22.3,Australian Capital Territory,Male
Unlawful entry with intent,2013,75.0,45.3,Australian Capital Territory,Male
Theft,2013,264.0,159.3,Australian Capital Territory,Male
Fraud/deception,2013,51.0,30.8,Australian Capital Territory,Male
Illicit drug offences,2013,293.0,176.8,Australian Capital Territory,Male
Weapons/explosives,2013,114.0,68.8,Australian Capital Territory,Male
Property damage and environmental pollution,2013,122.0,73.6,Australian Capital Territory,Male
Public order offences,2013,618.0,372.9,Australian Capital Territory,Male
Offences against justice,2013,223.0,134.5,Australian Capital Territory,Male
Miscellaneous offences,2013,4.0,2.4,Australian Capital Territory,Male
Homicide and related offences,2014,4.0,2.4,Australian Capital Territory,Male
Acts intended to cause injury,2014,442.0,263.8,Australian Capital Territory,Male
Sexual assault and related offences,2014,58.0,34.6,Australian Capital Territory,Male
Dangerous/negligent acts,2014,11.0,6.6,Australian Capital Territory,Male
Abduction/harassment,2014,33.0,19.7,Australian Capital Territory,Male
Robbery/extortion,2014,30.0,17.9,Australian Capital Territory,Male
Unlawful entry with intent,2014,70.0,41.8,Australian Capital Territory,Male
Theft,2014,183.0,109.2,Australian Capital Territory,Male
Fraud/deception,2014,69.0,41.2,Australian Capital Territory,Male
Illicit drug offences,2014,305.0,182.0,Australian Capital Territory,Male
Weapons/explosives,2014,139.0,83.0,Australian Capital Territory,Male
Property damage and environmental pollution,2014,132.0,78.8,Australian Capital Territory,Male
Public order offences,2014,584.0,348.5,Australian Capital Territory,Male
Offences against justice,2014,129.0,77.0,Australian Capital Territory,Male
Miscellaneous offences,2014,11.0,6.6,Australian Capital Territory,Male
Homicide and related offences,2015,6.0,3.5,Australian Capital Territory,Male
Acts intended to cause injury,2015,558.0,327.8,Australian Capital Territory,Male
Sexual assault and related offences,2015,84.0,49.3,Australian Capital Territory,Male
Dangerous/negligent acts,2015,9.0,5.3,Australian Capital Territory,Male
Abduction/harassment,2015,40.0,23.5,Australian Capital Territory,Male
Robbery/extortion,2015,39.0,22.9,Australian Capital Territory,Male
Unlawful entry with intent,2015,84.0,49.3,Australian Capital Territory,Male
Theft,2015,187.0,109.9,Australian Capital Territory,Male
Fraud/deception,2015,74.0,43.5,Australian Capital Territory,Male
Illicit drug offences,2015,268.0,157.4,Australian Capital Territory,Male
Weapons/explosives,2015,125.0,73.4,Australian Capital Territory,Male
Property damage and environmental pollution,2015,153.0,89.9,Australian Capital Territory,Male
Public order offences,2015,515.0,302.6,Australian Capital Territory,Male
Offences against justice,2015,167.0,98.1,Australian Capital Territory,Male
Miscellaneous offences,2015,9.0,5.3,Australian Capital Territory,Male
Homicide and related offences,2016,6.0,3.4,Australian Capital Territory,Male
Acts intended to cause injury,2016,582.0,334.2,Australian Capital Territory,Male
Sexual assault and related offences,2016,69.0,39.6,Australian Capital Territory,Male
Dangerous/negligent acts,2016,13.0,7.5,Australian Capital Territory,Male
Abduction/harassment,2016,46.0,26.4,Australian Capital Territory,Male
Robbery/extortion,2016,42.0,24.1,Australian Capital Territory,Male
Unlawful entry with intent,2016,59.0,33.9,Australian Capital Territory,Male
Theft,2016,172.0,98.8,Australian Capital Territory,Male
Fraud/deception,2016,52.0,29.9,Australian Capital Territory,Male
Illicit drug offences,2016,360.0,206.7,Australian Capital Territory,Male
Weapons/explosives,2016,118.0,67.8,Australian Capital Territory,Male
Property damage and environmental pollution,2016,160.0,91.9,Australian Capital Territory,Male
Public order offences,2016,399.0,229.1,Australian Capital Territory,Male
Offences against justice,2016,142.0,81.5,Australian Capital Territory,Male
Miscellaneous offences,2016,5.0,2.9,Australian Capital Territory,Male
Homicide and related offences,2017,10.0,5.6,Australian Capital Territory,Male
Acts intended to cause injury,2017,539.0,301.1,Australian Capital Territory,Male
Sexual assault and related offences,2017,57.0,31.8,Australian Capital Territory,Male
Dangerous/negligent acts,2017,8.0,4.5,Australian Capital Territory,Male
Abduction/harassment,2017,39.0,21.8,Australian Capital Territory,Male
Robbery/extortion,2017,57.0,31.8,Australian Capital Territory,Male
Unlawful entry with intent,2017,79.0,44.1,Australian Capital Territory,Male
Theft,2017,125.0,69.8,Australian Capital Territory,Male
Fraud/deception,2017,53.0,29.6,Australian Capital Territory,Male
Illicit drug offences,2017,419.0,234.1,Australian Capital Territory,Male
Weapons/explosives,2017,133.0,74.3,Australian Capital Territory,Male
Property damage and environmental pollution,2017,108.0,60.3,Australian Capital Territory,Male
Public order offences,2017,345.0,192.7,Australian Capital Territory,Male
Offences against justice,2017,131.0,73.2,Australian Capital Territory,Male
Miscellaneous offences,2017,9.0,5.0,Australian Capital Territory,Male
Homicide and related offences,2018,14.0,7.6,Australian Capital Territory,Male
Acts intended to cause injury,2018,518.0,281.8,Australian Capital Territory,Male
Sexual assault and related offences,2018,55.0,29.9,Australian Capital Territory,Male
Dangerous/negligent acts,2018,13.0,7.1,Australian Capital Territory,Male
Abduction/harassment,2018,47.0,25.6,Australian Capital Territory,Male
Robbery/extortion,2018,53.0,28.8,Australian Capital Territory,Male
Unlawful entry with intent,2018,82.0,44.6,Australian Capital Territory,Male
Theft,2018,125.0,68.0,Australian Capital Territory,Male
Fraud/deception,2018,61.0,33.2,Australian Capital Territory,Male
Illicit drug offences,2018,291.0,158.3,Australian Capital Territory,Male
Weapons/explosives,2018,131.0,71.3,Australian Capital Territory,Male
Property damage and environmental pollution,2018,123.0,66.9,Australian Capital Territory,Male
Public order offences,2018,235.0,127.9,Australian Capital Territory,Male
Offences against justice,2018,179.0,97.4,Australian Capital Territory,Male
Miscellaneous offences,2018,14.0,7.6,Australian Capital Territory,Male
Homicide and related offences,2019,5.0,2.7,Australian Capital Territory,Male
Acts intended to cause injury,2019,543.0,288.4,Australian Capital Territory,Male
Sexual assault and related offences,2019,68.0,36.1,Australian Capital Territory,Male
Dangerous/negligent acts,2019,6.0,3.2,Australian Capital Territory,Male
Abduction/harassment,2019,44.0,23.4,Australian Capital Territory,Male
Robbery/extortion,2019,54.0,28.7,Australian Capital Territory,Male
Unlawful entry with intent,2019,77.0,40.9,Australian Capital Territory,Male
Theft,2019,144.0,76.5,Australian Capital Territory,Male
Fraud/deception,2019,40.0,21.2,Australian Capital Territory,Male
Illicit drug offences,2019,237.0,125.9,Australian Capital Territory,Male
Weapons/explosives,2019,141.0,74.9,Australian Capital Territory,Male
Property damage and environmental pollution,2019,125.0,66.4,Australian Capital Territory,Male
Public order offences,2019,204.0,108.3,Australian Capital Territory,Male
Offences against justice,2019,191.0,101.4,Australian Capital Territory,Male
Miscellaneous offences,2019,6.0,3.2,Australian Capital Territory,Male
Homicide and related offences,2020,8.0,4.2,Australian Capital Territory,Male
Acts intended to cause injury,2020,520.0,270.9,Australian Capital Territory,Male
Sexual assault and related offences,2020,53.0,27.6,Australian Capital Territory,Male
Dangerous/negligent acts,2020,4.0,2.1,Australian Capital Territory,Male
Abduction/harassment,2020,49.0,25.5,Australian Capital Territory,Male
Robbery/extortion,2020,28.0,14.6,Australian Capital Territory,Male
Unlawful entry with intent,2020,54.0,28.1,Australian Capital Territory,Male
Theft,2020,140.0,72.9,Australian Capital Territory,Male
Fraud/deception,2020,59.0,30.7,Australian Capital Territory,Male
Illicit drug offences,2020,174.0,90.7,Australian Capital Territory,Male
Weapons/explosives,2020,111.0,57.8,Australian Capital Territory,Male
Property damage and environmental pollution,2020,98.0,51.1,Australian Capital Territory,Male
Public order offences,2020,199.0,103.7,Australian Capital Territory,Male
Offences against justice,2020,201.0,104.7,Australian Capital Territory,Male
Miscellaneous offences,2020,15.0,7.8,Australian Capital Territory,Male
Homicide and related offences,2021,12.0,6.2,Australian Capital Territory,Male
Acts intended to cause injury,2021,576.0,295.3,Australian Capital Territory,Male
Sexual assault and related offences,2021,108.0,55.4,Australian Capital Territory,Male
Dangerous/negligent acts,2021,8.0,4.1,Australian Capital Territory,Male
Abduction/harassment,2021,43.0,22.0,Australian Capital Territory,Male
Robbery/extortion,2021,19.0,9.7,Australian Capital Territory,Male
Unlawful entry with intent,2021,50.0,25.6,Australian Capital Territory,Male
Theft,2021,123.0,63.1,Australian Capital Territory,Male
Fraud/deception,2021,48.0,24.6,Australian Capital Territory,Male
Illicit drug offences,2021,155.0,79.5,Australian Capital Territory,Male
Weapons/explosives,2021,97.0,49.7,Australian Capital Territory,Male
Property damage and environmental pollution,2021,116.0,59.5,Australian Capital Territory,Male
Public order offences,2021,160.0,82.0,Australian Capital Territory,Male
Offences against justice,2021,169.0,86.7,Australian Capital Territory,Male
Miscellaneous offences,2021,119.0,61.0,Australian Capital Territory,Male
Homicide and related offences,2022,3.0,1.5,Australian Capital Territory,Male
Acts intended to cause injury,2022,670.0,336.0,Australian Capital Territory,Male
Sexual assault and related offences,2022,113.0,56.7,Australian Capital Territory,Male
Dangerous/negligent acts,2022,7.0,3.5,Australian Capital Territory,Male
Abduction/harassment,2022,32.0,16.0,Australian Capital Territory,Male
Robbery/extortion,2022,38.0,19.1,Australian Capital Territory,Male
Unlawful entry with intent,2022,71.0,35.6,Australian Capital Territory,Male
Theft,2022,141.0,70.7,Australian Capital Territory,Male
Fraud/deception,2022,44.0,22.1,Australian Capital Territory,Male
Illicit drug offences,2022,188.0,94.3,Australian Capital Territory,Male
Weapons/explosives,2022,128.0,64.2,Australian Capital Territory,Male
Property damage and environmental pollution,2022,126.0,63.2,Australian Capital Territory,Male
Public order offences,2022,183.0,91.8,Australian Capital Territory,Male
Offences against justice,2022,242.0,121.4,Australian Capital Territory,Male
Miscellaneous offences,2022,16.0,8.0,Australian Capital Territory,Male
Homicide and related offences,2023,11.0,5.4,Australian Capital Territory,Male
Acts intended to cause injury,2023,669.0,328.2,Australian Capital Territory,Male
Sexual assault and related offences,2023,130.0,63.8,Australian Capital Territory,Male
Dangerous/negligent acts,2023,5.0,2.5,Australian Capital Territory,Male
Abduction/harassment,2023,43.0,21.1,Australian Capital Territory,Male
Robbery/extortion,2023,33.0,16.2,Australian Capital Territory,Male
Unlawful entry with intent,2023,80.0,39.2,Australian Capital Territory,Male
Theft,2023,145.0,71.1,Australian Capital Territory,Male
Fraud/deception,2023,35.0,17.2,Australian Capital Territory,Male
Illicit drug offences,2023,217.0,106.4,Australian Capital Territory,Male
Weapons/explosives,2023,111.0,54.4,Australian Capital Territory,Male
