Offence,Year,Number,Rate,State,Sex
Abduction/harassment,2011,1318.0,63.5,Western Australia,Unknown
Homicide and related offences,2012,105.0,4.9,Western Australia,Unknown
Acts intended to cause injury,2012,7290.0,341.3,Western Australia,Unknown
Sexual assault and related offences,2012,655.0,30.7,Western Australia,Unknown
Dangerous/negligent acts,2012,70.0,3.3,Western Australia,Unknown
Abduction/harassment,2012,1439.0,67.4,Western Australia,Unknown
Homicide and related offences,2013,108.0,5.0,Western Australia,Unknown
Acts intended to cause injury,2013,6403.0,294.9,Western Australia,Unknown
Sexual assault and related offences,2013,769.0,35.4,Western Australia,Unknown
Dangerous/negligent acts,2013,69.0,3.2,Western Australia,Unknown
Abduction/harassment,2013,1387.0,63.9,Western Australia,Unknown
Homicide and related offences,2014,92.0,4.2,Western Australia,Unknown
Acts intended to cause injury,2014,6644.0,303.2,Western Australia,Unknown
Sexual assault and related offences,2014,751.0,34.3,Western Australia,Unknown
Dangerous/negligent acts,2014,122.0,5.6,Western Australia,Unknown
Abduction/harassment,2014,1490.0,68.0,Western Australia,Unknown
Homicide and related offences,2015,95.0,4.3,Western Australia,Unknown
Acts intended to cause injury,2015,7278.0,329.8,Western Australia,Unknown
Sexual assault and related offences,2015,850.0,38.5,Western Australia,Unknown
Dangerous/negligent acts,2015,137.0,6.2,Western Australia,Unknown
Abduction/harassment,2015,1675.0,75.9,Western Australia,Unknown
Homicide and related offences,2016,84.0,3.8,Western Australia,Unknown
Acts intended to cause injury,2016,8229.0,369.8,Western Australia,Unknown
Sexual assault and related offences,2016,854.0,38.4,Western Australia,Unknown
Dangerous/negligent acts,2016,108.0,4.9,Western Australia,Unknown
Abduction/harassment,2016,1737.0,78.1,Western Australia,Unknown
Homicide and related offences,2017,81.0,3.6,Western Australia,Unknown
Acts intended to cause injury,2017,7948.0,352.7,Western Australia,Unknown
Sexual assault and related offences,2017,1078.0,47.8,Western Australia,Unknown
Dangerous/negligent acts,2017,133.0,5.9,Western Australia,Unknown
Abduction/harassment,2017,899.0,39.9,Western Australia,Unknown
Homicide and related offences,2018,118.0,5.2,Western Australia,Unknown
Acts intended to cause injury,2018,7482.0,326.9,Western Australia,Unknown
Sexual assault and related offences,2018,1155.0,50.5,Western Australia,Unknown
Dangerous/negligent acts,2018,158.0,6.9,Western Australia,Unknown
Abduction/harassment,2018,840.0,36.7,Western Australia,Unknown
Homicide and related offences,2019,91.0,3.9,Western Australia,Unknown
Acts intended to cause injury,2019,7244.0,309.7,Western Australia,Unknown
Sexual assault and related offences,2019,1186.0,50.7,Western Australia,Unknown
Dangerous/negligent acts,2019,168.0,7.2,Western Australia,Unknown
Abduction/harassment,2019,800.0,34.2,Western Australia,Unknown
Homicide and related offences,2020,90.0,3.8,Western Australia,Unknown
Acts intended to cause injury,2020,7488.0,314.8,Western Australia,Unknown
Sexual assault and related offences,2020,1240.0,52.1,Western Australia,Unknown
Dangerous/negligent acts,2020,221.0,9.3,Western Australia,Unknown
Abduction/harassment,2020,853.0,35.9,Western Australia,Unknown
Homicide and related offences,2021,75.0,3.1,Western Australia,Unknown
Acts intended to cause injury,2021,7440.0,308.5,Western Australia,Unknown
Sexual assault and related offences,2021,1272.0,52.7,Western Australia,Unknown
Dangerous/negligent acts,2021,184.0,7.6,Western Australia,Unknown
Abduction/harassment,2021,923.0,38.3,Western Australia,Unknown
Homicide and related offences,2022,87.0,3.5,Western Australia,Unknown
Acts intended to cause injury,2022,8385.0,338.4,Western Australia,Unknown
Sexual assault and related offences,2022,1382.0,55.8,Western Australia,Unknown
Dangerous/negligent acts,2022,186.0,7.5,Western Australia,Unknown
Abduction/harassment,2022,1046.0,42.2,Western Australia,Unknown
Homicide and related offences,2023,97.0,3.8,Western Australia,Unknown
Acts intended to cause injury,2023,10098.0,392.3,Western Australia,Unknown
Sexual assault and related offences,2023,1437.0,55.8,Western Australia,Unknown
Dangerous/negligent acts,2023,168.0,6.5,Western Australia,Unknown
Abduction/harassment,2023,1319.0,51.2,Western Australia,Unknown
Homicide and related offences,2024,73.0,2.7,Western Australia,Unknown
Acts intended to cause injury,2024,11232.0,422.9,Western Australia,Unknown
Sexual assault and related offences,2024,1660.0,62.5,Western Australia,Unknown
Dangerous/negligent acts,2024,275.0,10.4,Western Australia,Unknown
Abduction/harassment,2024,1639.0,61.7,Western Australia,Unknown
Homicide and related offences,2008,17.0,7.9,Tasmania,Male
Acts intended to cause injury,2008,1754.0,811.8,Tasmania,Male
Sexual assault and related offences,2008,84.0,38.9,Tasmania,Male
Dangerous/negligent acts,2008,20.0,9.3,Tasmania,Male
Abduction/harassment,2008,15.0,6.9,Tasmania,Male
Robbery/extortion,2008,72.0,33.3,Tasmania,Male
Unlawful entry with intent,2008,427.0,197.6,Tasmania,Male
Theft,2008,741.0,343.0,Tasmania,Male
Fraud/deception,2008,267.0,123.6,Tasmania,Male
Illicit drug offences,2008,1543.0,714.2,Tasmania,Male
Weapons/explosives,2008,184.0,85.2,Tasmania,Male
Property damage and environmental pollution,2008,582.0,269.4,Tasmania,Male
Public order offences,2008,3001.0,1389.0,Tasmania,Male
Offences against justice,2008,879.0,406.8,Tasmania,Male
Miscellaneous offences,2008,2016.0,933.1,Tasmania,Male
Homicide and related offences,2009,15.0,6.9,Tasmania,Male
Acts intended to cause injury,2009,1728.0,790.2,Tasmania,Male
Sexual assault and related offences,2009,78.0,35.7,Tasmania,Male
Dangerous/negligent acts,2009,4.0,1.8,Tasmania,Male
Abduction/harassment,2009,15.0,6.9,Tasmania,Male
Robbery/extortion,2009,82.0,37.5,Tasmania,Male
Unlawful entry with intent,2009,387.0,177.0,Tasmania,Male
Theft,2009,798.0,364.9,Tasmania,Male
Fraud/deception,2009,209.0,95.6,Tasmania,Male
Illicit drug offences,2009,1479.0,676.3,Tasmania,Male
Weapons/explosives,2009,184.0,84.1,Tasmania,Male
Property damage and environmental pollution,2009,489.0,223.6,Tasmania,Male
Public order offences,2009,3700.0,1692.0,Tasmania,Male
Offences against justice,2009,914.0,418.0,Tasmania,Male
Miscellaneous offences,2009,1225.0,560.2,Tasmania,Male
Homicide and related offences,2010,15.0,6.8,Tasmania,Male
Acts intended to cause injury,2010,1558.0,704.5,Tasmania,Male
Sexual assault and related offences,2010,120.0,54.3,Tasmania,Male
Dangerous/negligent acts,2010,8.0,3.6,Tasmania,Male
Abduction/harassment,2010,15.0,6.8,Tasmania,Male
Robbery/extortion,2010,63.0,28.5,Tasmania,Male
Unlawful entry with intent,2010,338.0,152.8,Tasmania,Male
Theft,2010,840.0,379.8,Tasmania,Male
Fraud/deception,2010,200.0,90.4,Tasmania,Male
Illicit drug offences,2010,1460.0,660.2,Tasmania,Male
Weapons/explosives,2010,152.0,68.7,Tasmania,Male
Property damage and environmental pollution,2010,447.0,202.1,Tasmania,Male
Public order offences,2010,4090.0,1849.4,Tasmania,Male
Offences against justice,2010,723.0,326.9,Tasmania,Male
Miscellaneous offences,2010,931.0,421.0,Tasmania,Male
Homicide and related offences,2011,8.0,3.6,Tasmania,Male
Acts intended to cause injury,2011,1546.0,695.7,Tasmania,Male
Sexual assault and related offences,2011,86.0,38.7,Tasmania,Male
Dangerous/negligent acts,2011,0.0,0.0,Tasmania,Male
Abduction/harassment,2011,7.0,3.1,Tasmania,Male
Robbery/extortion,2011,59.0,26.5,Tasmania,Male
Unlawful entry with intent,2011,301.0,135.4,Tasmania,Male
Theft,2011,716.0,322.2,Tasmania,Male
Fraud/deception,2011,162.0,72.9,Tasmania,Male
Illicit drug offences,2011,1331.0,598.9,Tasmania,Male
Weapons/explosives,2011,346.0,155.7,Tasmania,Male
Property damage and environmental pollution,2011,443.0,199.3,Tasmania,Male
Public order offences,2011,3935.0,1770.7,Tasmania,Male
Offences against justice,2011,689.0,310.0,Tasmania,Male
Miscellaneous offences,2011,1198.0,539.1,Tasmania,Male
Homicide and related offences,2012,16.0,7.2,Tasmania,Male
Acts intended to cause injury,2012,1263.0,568.4,Tasmania,Male
Sexual assault and related offences,2012,80.0,36.0,Tasmania,Male
Dangerous/negligent acts,2012,0.0,0.0,Tasmania,Male
Abduction/harassment,2012,8.0,3.6,Tasmania,Male
Robbery/extortion,2012,82.0,36.9,Tasmania,Male
Unlawful entry with intent,2012,285.0,128.3,Tasmania,Male
Theft,2012,644.0,289.8,Tasmania,Male
Fraud/deception,2012,150.0,67.5,Tasmania,Male
Illicit drug offences,2012,1106.0,497.8,Tasmania,Male
Weapons/explosives,2012,318.0,143.1,Tasmania,Male
Property damage and environmental pollution,2012,409.0,184.1,Tasmania,Male
Public order offences,2012,3038.0,1367.3,Tasmania,Male
Offences against justice,2012,545.0,245.3,Tasmania,Male
Miscellaneous offences,2012,1046.0,470.8,Tasmania,Male
Homicide and related offences,2013,17.0,7.6,Tasmania,Male
Acts intended to cause injury,2013,1325.0,596.1,Tasmania,Male
Sexual assault and related offences,2013,112.0,50.4,Tasmania,Male
Dangerous/negligent acts,2013,0.0,0.0,Tasmania,Male
Abduction/harassment,2013,15.0,6.7,Tasmania,Male
Robbery/extortion,2013,41.0,18.4,Tasmania,Male
Unlawful entry with intent,2013,239.0,107.5,Tasmania,Male
Theft,2013,612.0,275.3,Tasmania,Male
Fraud/deception,2013,124.0,55.8,Tasmania,Male
Illicit drug offences,2013,1067.0,480.0,Tasmania,Male
Weapons/explosives,2013,285.0,128.2,Tasmania,Male
Property damage and environmental pollution,2013,378.0,170.1,Tasmania,Male
Public order offences,2013,2432.0,1094.1,Tasmania,Male
Offences against justice,2013,542.0,243.8,Tasmania,Male
Miscellaneous offences,2013,1013.0,455.7,Tasmania,Male
Homicide and related offences,2014,10.0,4.5,Tasmania,Male
Acts intended to cause injury,2014,1305.0,586.4,Tasmania,Male
Sexual assault and related offences,2014,94.0,42.2,Tasmania,Male
Dangerous/negligent acts,2014,0.0,0.0,Tasmania,Male
Abduction/harassment,2014,9.0,4.0,Tasmania,Male
Robbery/extortion,2014,51.0,22.9,Tasmania,Male
Unlawful entry with intent,2014,263.0,118.2,Tasmania,Male
Theft,2014,508.0,228.3,Tasmania,Male
Fraud/deception,2014,157.0,70.5,Tasmania,Male
Illicit drug offences,2014,1089.0,489.3,Tasmania,Male
Weapons/explosives,2014,325.0,146.0,Tasmania,Male
Property damage and environmental pollution,2014,334.0,150.1,Tasmania,Male
Public order offences,2014,2595.0,1166.0,Tasmania,Male
Offences against justice,2014,458.0,205.8,Tasmania,Male
Miscellaneous offences,2014,1251.0,562.1,Tasmania,Male
Homicide and related offences,2015,6.0,2.7,Tasmania,Male
Acts intended to cause injury,2015,1379.0,617.7,Tasmania,Male
Sexual assault and related offences,2015,96.0,43.0,Tasmania,Male
Dangerous/negligent acts,2015,4.0,1.8,Tasmania,Male
Abduction/harassment,2015,10.0,4.5,Tasmania,Male
Robbery/extortion,2015,49.0,21.9,Tasmania,Male
Unlawful entry with intent,2015,229.0,102.6,Tasmania,Male
Theft,2015,473.0,211.9,Tasmania,Male
Fraud/deception,2015,181.0,81.1,Tasmania,Male
Illicit drug offences,2015,1087.0,486.9,Tasmania,Male
Weapons/explosives,2015,306.0,137.1,Tasmania,Male
Property damage and environmental pollution,2015,350.0,156.8,Tasmania,Male
Public order offences,2015,2590.0,1160.2,Tasmania,Male
Offences against justice,2015,577.0,258.5,Tasmania,Male
Miscellaneous offences,2015,652.0,292.1,Tasmania,Male
Homicide and related offences,2016,16.0,7.1,Tasmania,Male
Acts intended to cause injury,2016,1359.0,600.8,Tasmania,Male
Sexual assault and related offences,2016,109.0,48.2,Tasmania,Male
Dangerous/negligent acts,2016,0.0,0.0,Tasmania,Male
Abduction/harassment,2016,19.0,8.4,Tasmania,Male
Robbery/extortion,2016,39.0,17.2,Tasmania,Male
Unlawful entry with intent,2016,201.0,88.9,Tasmania,Male
Theft,2016,495.0,218.8,Tasmania,Male
Fraud/deception,2016,174.0,76.9,Tasmania,Male
Illicit drug offences,2016,1165.0,515.0,Tasmania,Male
Weapons/explosives,2016,340.0,150.3,Tasmania,Male
Property damage and environmental pollution,2016,327.0,144.6,Tasmania,Male
Public order offences,2016,2446.0,1081.4,Tasmania,Male
Offences against justice,2016,600.0,265.3,Tasmania,Male
Miscellaneous offences,2016,740.0,327.2,Tasmania,Male
Homicide and related offences,2017,8.0,3.5,Tasmania,Male
Acts intended to cause injury,2017,1557.0,673.4,Tasmania,Male
Sexual assault and related offences,2017,130.0,56.2,Tasmania,Male
Dangerous/negligent acts,2017,0.0,0.0,Tasmania,Male
Abduction/harassment,2017,7.0,3.0,Tasmania,Male
Robbery/extortion,2017,50.0,21.6,Tasmania,Male
Unlawful entry with intent,2017,236.0,102.1,Tasmania,Male
Theft,2017,479.0,207.2,Tasmania,Male
Fraud/deception,2017,176.0,76.1,Tasmania,Male
Illicit drug offences,2017,1044.0,451.5,Tasmania,Male
Weapons/explosives,2017,361.0,156.1,Tasmania,Male
Property damage and environmental pollution,2017,352.0,152.2,Tasmania,Male
Public order offences,2017,2079.0,899.2,Tasmania,Male
Offences against justice,2017,622.0,269.0,Tasmania,Male
Miscellaneous offences,2017,698.0,301.9,Tasmania,Male
Homicide and related offences,2018,7.0,3.0,Tasmania,Male
Acts intended to cause injury,2018,1505.0,635.4,Tasmania,Male
Sexual assault and related offences,2018,126.0,53.2,Tasmania,Male
Dangerous/negligent acts,2018,3.0,1.3,Tasmania,Male
Abduction/harassment,2018,5.0,2.1,Tasmania,Male
Robbery/extortion,2018,52.0,22.0,Tasmania,Male
Unlawful entry with intent,2018,220.0,92.9,Tasmania,Male
Theft,2018,438.0,184.9,Tasmania,Male
Fraud/deception,2018,171.0,72.2,Tasmania,Male
Illicit drug offences,2018,994.0,419.6,Tasmania,Male
Weapons/explosives,2018,414.0,174.8,Tasmania,Male
Property damage and environmental pollution,2018,370.0,156.2,Tasmania,Male
Public order offences,2018,1978.0,835.1,Tasmania,Male
Offences against justice,2018,568.0,239.8,Tasmania,Male
Miscellaneous offences,2018,759.0,320.4,Tasmania,Male
Homicide and related offences,2019,18.0,7.4,Tasmania,Male
Acts intended to cause injury,2019,1423.0,588.2,Tasmania,Male
Sexual assault and related offences,2019,124.0,51.3,Tasmania,Male
Dangerous/negligent acts,2019,4.0,1.7,Tasmania,Male
Abduction/harassment,2019,6.0,2.5,Tasmania,Male
Robbery/extortion,2019,63.0,26.0,Tasmania,Male
Unlawful entry with intent,2019,183.0,75.6,Tasmania,Male
Theft,2019,393.0,162.4,Tasmania,Male
Fraud/deception,2019,140.0,57.9,Tasmania,Male
Illicit drug offences,2019,862.0,356.3,Tasmania,Male
Weapons/explosives,2019,491.0,202.9,Tasmania,Male
Property damage and environmental pollution,2019,341.0,140.9,Tasmania,Male
Public order offences,2019,1282.0,529.9,Tasmania,Male
Offences against justice,2019,504.0,208.3,Tasmania,Male
Miscellaneous offences,2019,799.0,330.3,Tasmania,Male
